densidad_escuelas,densidad_hospitales,densidad_gimnasios,densidad_papelerias,densidad_farmacias,densidad_comercios,target
4,2,0,2,0,24,1
9,6,8,1,0,15,1
6,2,1,5,0,47,1
7,2,0,2,0,72,1
4,3,0,3,0,37,1
3,1,0,2,0,29,1
9,2,0,5,0,72,1
6,5,2,3,0,56,1
0,2,0,2,0,29,1
0,1,0,0,0,0,1
2,1,0,2,0,40,1
8,3,4,1,0,28,1
2,2,0,1,0,18,1
4,1,2,1,0,4,1
5,7,1,3,0,47,1
0,1,0,0,0,3,1
10,2,0,1,0,37,1
3,3,0,1,0,32,1
0,2,0,1,0,30,1
4,4,0,1,0,24,1
10,4,0,10,0,74,1
4,1,0,1,0,16,1
3,1,0,3,0,47,1
5,1,0,2,0,40,1
3,3,0,3,0,27,1
4,4,0,4,0,73,1
5,1,0,2,0,27,1
9,2,0,2,0,37,1
3,1,0,2,0,19,1
7,1,0,3,0,38,1
5,5,0,2,0,41,1
2,2,0,1,0,22,1
3,3,0,2,0,24,1
3,2,0,3,0,56,1
0,2,0,1,0,57,1
6,8,1,1,0,23,1
3,1,0,2,0,14,1
4,1,0,2,0,28,1
0,1,0,0,0,2,1
4,7,1,2,0,47,1
0,3,1,1,0,59,1
4,3,0,3,0,36,1
4,2,0,2,0,21,1
0,2,0,1,0,24,1
3,1,1,2,0,25,1
7,4,5,1,0,42,1
3,1,0,1,0,15,1
5,6,1,2,0,46,1
6,2,2,1,0,28,1
3,4,0,1,0,31,1
3,3,1,1,0,31,1
0,1,0,0,0,7,1
8,8,4,1,0,19,1
10,11,5,2,0,36,1
0,1,0,0,0,1,1
1,2,0,2,0,55,1
8,2,0,2,0,74,1
2,5,0,1,0,41,1
5,5,0,2,0,43,1
6,9,1,1,0,23,1
3,3,0,1,0,25,1
4,2,1,2,0,27,1
8,3,4,1,0,28,1
5,3,0,4,0,36,1
2,3,0,1,0,24,1
4,1,1,1,0,4,1
7,1,0,3,0,39,1
3,3,0,1,0,16,1
4,3,0,4,0,36,1
0,1,1,0,0,24,1
4,8,1,1,0,68,1
0,4,0,0,0,32,1
5,2,0,3,0,58,1
0,1,0,0,0,8,1
9,2,0,1,0,39,1
0,1,0,1,0,13,1
1,3,0,1,0,31,1
2,1,0,3,0,46,1
5,2,0,1,0,18,1
5,3,3,1,0,42,1
3,3,0,1,0,32,1
2,2,1,0,0,45,1
2,2,0,1,0,48,1
4,1,0,3,0,40,1
9,7,4,2,0,41,1
4,3,0,4,0,36,1
2,1,0,2,0,47,1
10,8,8,1,0,15,1
1,1,0,1,0,14,1
3,1,0,1,0,20,1
0,1,0,0,0,7,1
2,3,2,1,0,24,1
3,1,0,2,0,28,1
3,6,2,1,0,58,1
2,3,0,2,0,55,1
2,3,2,1,0,21,1
2,3,0,1,0,32,1
2,1,0,3,0,46,1
6,5,0,1,0,74,1
4,1,2,1,0,4,1
3,1,0,2,0,24,1
0,2,2,1,0,22,1
8,8,1,3,0,62,1
0,1,0,0,0,7,1
4,9,1,1,0,47,1
4,2,0,2,0,33,1
4,1,0,1,0,28,1
0,1,1,0,0,24,1
5,5,0,2,0,42,1
3,3,0,3,0,27,1
2,2,0,1,0,32,1
3,3,0,3,0,28,1
2,1,1,1,0,23,1
3,8,1,1,0,50,1
4,2,0,2,0,20,1
2,2,0,1,0,15,1
4,3,0,3,0,36,1
2,2,0,3,0,21,1
0,2,2,1,0,21,1
29,2,3,1,0,13,1
0,1,0,0,0,1,1
3,1,0,1,0,28,1
7,6,2,2,0,40,1
0,1,0,0,0,0,1
4,8,0,1,0,72,1
9,5,4,2,0,40,1
0,1,0,0,0,1,1
3,3,0,1,0,25,1
6,3,0,1,0,24,1
0,1,0,0,0,0,1
5,6,1,2,0,69,1
0,1,0,0,0,0,1
2,5,0,1,0,41,1
5,4,0,3,0,36,1
2,2,3,1,0,26,1
2,1,0,1,0,10,1
3,1,0,2,0,14,1
5,5,0,2,0,42,1
3,3,1,1,0,24,1
2,1,0,1,0,22,1
2,1,0,2,0,24,1
0,2,0,2,0,56,1
5,2,1,2,0,28,1
2,3,0,1,0,3,1
10,8,8,1,0,15,1
3,2,0,1,0,23,1
3,5,0,2,0,31,1
2,1,0,3,0,41,1
0,1,1,0,0,3,1
10,2,0,1,0,38,1
0,2,1,2,0,27,1
9,6,4,2,0,42,1
2,1,0,2,0,48,1
7,2,0,2,0,43,1
2,1,0,1,0,22,1
3,7,1,1,0,49,1
5,6,1,2,0,44,1
9,4,3,1,0,39,1
8,8,0,3,0,60,1
6,1,0,5,0,24,1
0,2,0,0,0,3,1
10,8,8,1,0,15,1
0,1,0,0,0,8,1
3,1,0,1,0,15,1
3,5,0,2,0,42,1
2,1,0,3,0,46,1
5,3,0,4,0,73,1
6,1,0,4,0,23,1
3,3,0,2,0,32,1
2,3,0,1,0,32,1
8,8,1,3,0,63,1
2,2,0,1,0,18,1
2,1,2,1,0,26,1
5,3,0,5,0,36,1
5,2,0,1,0,23,1
5,2,0,1,0,24,1
4,3,0,5,0,74,1
5,4,2,1,0,42,1
0,5,1,2,0,76,1
0,1,1,1,0,59,1
2,2,0,3,0,20,1
6,2,0,4,0,73,1
3,1,0,3,0,40,1
0,2,1,0,0,45,1
5,7,1,2,0,40,1
9,7,8,1,0,15,1
1,2,1,2,0,19,1
6,3,0,1,0,19,1
2,1,0,1,0,22,1
2,2,0,2,0,24,1
8,8,1,3,0,60,1
5,3,0,2,0,35,1
3,2,0,2,0,25,1
9,2,0,1,0,37,1
9,3,1,1,0,39,1
0,2,0,2,0,30,1
10,8,8,1,0,15,1
1,2,1,0,0,3,1
8,11,4,2,0,36,1
5,2,0,1,0,21,1
5,3,0,3,0,36,1
4,2,0,2,0,33,1
8,3,3,1,0,27,1
5,1,0,1,0,15,1
2,7,0,1,0,25,1
6,3,0,4,0,57,1
2,1,0,2,0,48,1
3,4,0,1,0,44,1
3,3,0,2,0,25,1
5,2,0,3,0,35,1
2,3,3,1,0,25,1
0,1,0,0,0,9,1
4,8,1,1,0,71,1
3,1,0,1,0,14,1
5,2,1,3,0,28,1
4,1,0,3,0,40,1
4,3,0,1,0,17,1
0,1,0,0,0,7,1
8,3,4,1,0,28,1
3,4,0,1,0,25,1
4,4,0,1,0,24,1
0,1,0,0,0,2,1
2,4,0,1,0,32,1
1,1,0,1,0,13,1
9,1,0,2,0,71,1
0,1,0,2,0,53,1
2,2,0,1,0,22,1
4,3,0,4,0,36,1
7,5,1,3,0,57,1
0,1,0,1,0,12,1
5,2,1,3,0,28,1
4,3,0,4,0,36,1
5,3,0,3,0,36,1
4,1,2,1,0,4,1
4,1,3,1,0,4,1
3,7,1,1,0,49,1
2,2,0,1,0,40,1
4,1,2,1,0,4,1
0,2,0,0,0,45,1
5,4,0,4,0,36,1
6,5,2,3,0,56,1
4,4,0,5,0,74,1
0,1,0,1,0,13,1
0,2,0,0,0,45,1
2,3,2,1,0,24,1
3,1,0,2,0,14,1
4,2,0,2,0,21,1
1,2,2,1,0,26,1
3,1,0,1,0,18,1
5,3,4,1,0,41,1
3,5,0,1,0,32,1
2,2,0,1,0,22,1
4,1,0,1,0,17,1
0,1,0,1,0,12,1
5,3,0,2,0,75,1
4,6,0,1,0,73,1
2,4,3,2,0,24,1
3,1,0,3,0,40,1
3,11,1,1,0,47,1
1,1,1,0,0,23,1
4,4,0,1,0,25,1
3,2,0,2,0,33,1
13,4,2,2,0,23,1
4,7,1,2,0,47,1
2,2,0,1,0,14,1
0,2,1,0,0,45,1
3,5,0,2,0,42,1
0,1,0,0,0,7,1
3,2,0,3,0,57,1
5,7,1,3,0,47,1
2,3,3,1,0,24,1
3,1,2,2,0,26,1
5,5,2,2,0,58,1
3,2,0,2,0,20,1
6,1,0,3,0,39,1
8,5,1,1,0,26,1
10,8,8,1,0,15,1
4,1,0,3,0,38,1
10,8,8,1,0,15,1
8,8,2,1,0,24,1
0,5,1,2,0,75,1
14,9,2,2,0,29,1
2,2,0,3,0,19,1
0,2,1,1,0,20,1
2,2,0,3,0,19,1
4,4,0,1,0,26,1
0,1,0,0,0,7,1
7,2,0,2,0,71,1
2,2,2,1,0,26,1
3,1,0,2,0,14,1
0,1,0,0,0,7,1
4,2,0,1,0,21,1
4,1,3,1,0,4,1
4,7,1,2,0,47,1
3,10,1,1,0,47,1
7,1,0,1,0,26,1
4,4,0,4,0,73,1
2,3,1,1,0,3,1
4,3,0,3,0,37,1
2,1,0,1,0,39,1
5,2,0,2,0,40,1
9,6,4,2,0,41,1
2,2,0,1,0,39,1
4,1,0,2,0,28,1
6,3,0,4,0,57,1
10,8,8,1,0,15,1
3,4,2,2,0,24,1
5,7,1,3,0,47,1
3,1,0,2,0,38,1
4,3,0,4,0,36,1
3,11,1,1,0,47,1
0,1,0,0,0,7,1
3,2,2,2,0,27,1
2,1,0,2,0,23,1
6,3,0,4,0,57,1
5,4,0,3,0,36,1
7,1,0,3,0,39,1
2,1,0,1,0,45,1
5,2,0,2,0,37,1
3,4,2,2,0,24,1
4,1,1,1,0,3,1
2,3,0,1,0,3,1
0,1,0,0,0,3,1
3,3,0,4,0,25,1
0,2,0,1,0,25,1
4,7,1,2,0,47,1
1,1,0,0,0,10,1
0,1,0,1,0,13,1
5,7,1,1,0,62,1
3,3,0,2,0,32,1
3,3,2,1,0,24,1
5,2,1,2,0,28,1
3,3,0,1,0,27,1
0,1,0,0,0,8,1
3,4,2,2,0,24,1
0,1,0,0,0,0,1
0,1,0,0,0,8,1
4,2,0,3,0,28,1
7,1,0,1,0,27,1
5,2,1,3,0,28,1
15,4,2,2,0,22,1
6,1,0,4,0,23,1
5,7,1,3,0,47,1
4,2,0,3,0,57,1
3,3,0,3,0,28,1
2,1,0,3,0,46,1
2,1,0,1,0,22,1
1,2,0,1,0,14,1
5,2,1,3,0,28,1
8,7,0,1,0,29,1
4,3,1,3,0,28,1
4,6,0,2,0,41,1
4,1,0,2,0,14,1
3,1,0,2,0,29,1
2,2,0,1,0,17,1
2,3,0,1,0,3,1
3,1,0,2,0,28,1
0,1,0,0,0,8,1
1,3,2,1,0,21,1
3,2,0,1,0,24,1
4,7,1,2,0,47,1
3,3,1,2,0,25,1
1,1,0,1,0,12,1
3,3,0,2,0,32,1
0,1,1,0,0,24,1
4,1,0,2,0,14,1
0,1,0,0,0,8,1
0,1,0,0,0,7,1
3,1,0,1,0,19,1
8,7,0,1,0,29,1
2,1,0,2,0,22,1
3,3,0,1,0,25,1
4,1,2,1,0,4,1
2,2,0,1,0,39,1
3,4,1,4,0,29,1
5,2,0,2,0,20,1
2,2,2,1,0,26,1
4,5,0,1,0,32,1
3,1,0,2,0,19,1
4,2,0,3,0,35,1
9,6,8,1,0,15,1
7,3,4,2,0,17,1
4,2,0,2,0,20,1
0,1,0,1,0,13,1
3,2,1,1,0,45,1
3,1,0,1,0,19,1
10,8,8,1,0,16,1
0,1,0,0,0,0,1
2,1,0,1,0,19,1
5,7,1,1,0,61,1
4,3,0,3,0,36,1
3,2,0,2,0,19,1
2,5,0,1,0,40,1
5,2,0,1,0,22,1
5,2,0,4,0,49,1
0,2,1,0,0,20,1
4,1,2,1,0,4,1
0,1,0,0,0,7,1
0,1,0,0,0,1,1
4,2,0,1,0,21,1
0,1,0,0,0,8,1
3,7,1,1,0,49,1
3,1,0,2,0,29,1
8,5,3,2,0,40,1
6,7,0,1,0,23,1
0,1,0,0,0,28,1
4,1,2,1,0,4,1
5,6,1,2,0,45,1
6,1,0,3,0,39,1
0,2,1,1,0,23,1
4,2,0,2,0,20,1
5,1,0,3,0,24,1
2,2,3,1,0,26,1
3,1,0,2,0,38,1
5,3,0,3,0,36,1
3,8,1,1,0,50,1
9,4,3,1,0,39,1
4,3,0,1,0,32,1
6,3,0,1,0,19,1
3,3,2,1,0,24,1
5,2,1,3,0,28,1
7,8,1,1,0,22,1
2,2,0,2,0,33,1
3,4,2,2,0,24,1
4,1,0,2,0,14,1
3,3,0,1,0,17,1
10,8,8,1,0,15,1
0,2,0,0,0,3,1
3,1,0,2,0,28,1
0,1,0,0,0,2,1
0,1,0,0,0,29,1
2,1,0,1,0,19,1
9,2,0,1,0,38,1
5,9,1,2,0,67,1
3,2,0,2,0,20,1
7,3,0,1,0,74,1
3,4,0,1,0,24,1
2,6,0,1,0,26,1
5,3,0,5,0,37,1
3,7,1,1,0,49,1
6,3,2,2,0,19,1
0,1,0,0,0,25,1
0,1,0,0,0,25,1
2,1,0,3,0,46,1
8,5,3,2,0,40,1
5,3,0,2,0,36,1
2,1,0,3,0,47,1
6,1,0,3,0,39,1
4,2,0,2,0,34,1
5,3,3,1,0,42,1
5,4,0,1,0,32,1
9,2,0,1,0,37,1
5,5,0,1,0,72,1
6,4,0,1,0,24,1
4,1,0,3,0,40,1
0,2,1,0,0,20,1
8,9,1,2,0,64,1
4,7,0,1,0,74,1
8,2,0,1,0,26,1
2,3,3,1,0,25,1
2,1,0,1,0,13,1
1,2,0,1,0,15,1
4,1,2,1,0,4,1
5,3,0,2,0,36,1
0,2,0,0,0,45,1
4,7,1,2,0,48,1
0,1,0,3,0,55,1
2,2,0,1,0,18,1
0,2,1,1,0,20,1
5,3,0,2,0,36,1
6,3,1,5,0,47,1
0,2,0,1,0,24,1
5,2,0,3,0,57,1
0,1,0,1,0,58,1
8,6,0,1,0,28,1
3,1,0,2,0,29,1
3,1,0,1,0,9,1
0,2,0,2,0,32,1
0,1,0,0,0,0,1
0,1,0,1,0,12,1
2,3,0,2,0,24,1
4,1,0,1,0,15,1
8,7,0,1,0,31,1
5,2,0,2,0,21,1
2,1,0,1,0,18,1
3,1,1,1,0,24,1
0,1,0,0,0,7,1
1,1,0,1,0,15,1
0,2,0,0,0,45,1
0,1,0,0,0,0,1
0,2,0,0,0,3,1
5,2,1,2,0,28,1
6,1,0,3,0,39,1
4,4,1,2,0,56,1
0,1,0,0,0,7,1
5,3,0,2,0,35,1
9,8,0,2,0,28,1
0,1,0,0,0,0,1
0,1,0,1,0,35,1
3,5,0,2,0,42,1
8,3,3,1,0,27,1
3,3,2,2,0,24,1
3,9,1,1,0,49,1
0,1,0,0,0,2,1
2,3,0,2,0,24,1
6,4,0,2,0,71,1
2,2,0,1,0,23,1
8,3,4,1,0,28,1
3,1,0,1,0,8,1
4,1,3,1,0,4,1
5,2,0,1,0,21,1
1,3,0,0,0,32,1
3,1,0,2,0,21,1
0,1,0,3,0,55,1
2,1,0,1,0,14,1
33,2,3,1,0,10,1
2,2,0,3,0,19,1
4,1,0,2,0,28,1
5,7,1,2,0,40,1
3,1,0,1,0,23,1
1,2,0,1,0,15,1
9,6,8,1,0,15,1
3,3,0,4,0,25,1
9,4,2,1,0,25,1
7,2,3,1,0,28,1
5,7,1,3,0,47,1
7,7,2,2,0,40,1
4,1,0,1,0,15,1
2,1,0,1,0,15,1
1,2,0,1,0,26,1
4,5,2,1,0,55,1
3,2,1,1,0,44,1
0,1,0,0,0,1,1
4,4,0,1,0,25,1
4,2,0,2,0,33,1
3,1,0,2,0,39,1
0,1,0,0,0,2,1
2,2,0,3,0,20,1
5,2,0,1,0,21,1
7,8,1,1,0,24,1
5,2,0,3,0,35,1
0,1,0,0,0,6,1
4,5,1,1,0,55,1
1,1,0,0,0,10,1
3,1,0,1,0,23,1
3,1,0,1,0,15,1
2,2,0,3,0,20,1
3,2,0,3,0,57,1
3,3,0,1,0,32,1
0,1,0,0,0,8,1
2,1,0,2,0,46,1
4,2,0,2,0,20,1
3,3,0,3,0,28,1
8,7,0,1,0,32,1
3,1,0,1,0,19,1
6,3,0,2,0,71,1
5,6,0,1,0,23,1
3,3,0,3,0,28,1
3,4,0,2,0,32,1
3,8,1,1,0,49,1
2,2,0,1,0,15,1
2,2,0,1,0,15,1
2,2,0,3,0,19,1
6,3,0,3,0,58,1
1,1,0,1,0,15,1
2,1,0,1,0,45,1
9,8,7,1,0,16,1
5,2,0,3,0,57,1
2,1,0,1,0,23,1
4,1,2,1,0,4,1
2,1,0,3,0,46,1
5,2,1,2,0,28,1
5,4,0,1,0,42,1
2,2,0,2,0,18,1
4,1,0,2,0,28,1
3,1,0,1,0,28,1
9,11,4,1,0,34,1
4,5,0,4,0,75,1
1,1,0,2,0,34,1
8,8,2,1,0,25,1
0,1,0,0,0,0,1
4,1,0,1,0,28,1
10,8,8,1,0,15,1
3,1,0,2,0,29,1
0,1,0,0,0,8,1
0,1,1,0,0,24,1
4,11,1,1,0,47,1
3,3,0,1,0,25,1
3,4,0,1,0,31,1
5,1,0,2,0,39,1
9,3,1,1,0,39,1
0,1,0,0,0,29,1
14,8,1,2,0,29,1
16,6,6,1,0,14,1
3,3,2,1,0,24,1
0,4,0,0,0,33,1
8,1,0,3,0,38,1
0,2,0,2,0,34,1
9,10,3,1,0,33,1
8,1,0,2,0,70,1
5,4,0,1,0,25,1
3,1,0,2,0,38,1
5,9,1,2,0,67,1
6,1,0,3,0,24,1
4,3,0,3,0,37,1
10,8,8,1,0,16,1
0,2,0,2,0,56,1
2,1,0,0,0,8,1
0,2,0,1,0,26,1
0,1,0,3,0,55,1
14,9,2,2,0,29,1
0,3,0,2,0,31,1
3,4,2,2,0,25,1
2,1,0,2,0,22,1
7,1,0,2,0,42,1
0,1,0,0,0,8,1
4,1,2,1,0,4,1
9,2,0,2,0,37,1
5,1,0,3,0,39,1
2,1,0,1,0,22,1
5,1,0,1,0,17,1
0,2,1,0,0,45,1
0,1,0,0,0,8,1
2,1,0,2,0,46,1
0,1,0,0,0,7,1
7,5,0,3,0,59,1
8,8,1,2,0,61,1
3,4,0,1,0,24,1
6,3,0,1,0,19,1
3,7,1,1,0,48,1
2,3,0,1,0,24,1
2,3,2,1,0,21,1
1,1,0,2,0,45,1
3,2,0,2,0,20,1
4,3,1,3,0,27,1
6,7,1,2,0,40,1
4,1,2,1,0,4,1
1,2,0,1,0,14,1
0,1,0,0,0,0,1
0,1,0,0,0,3,1
2,4,3,2,0,24,1
5,7,1,3,0,47,1
0,2,2,1,0,22,1
7,1,0,1,0,27,1
2,4,0,2,0,31,1
0,1,0,0,0,25,1
10,8,8,1,0,15,1
2,2,0,3,0,21,1
5,4,0,1,0,32,1
0,1,0,0,0,7,1
3,2,2,1,0,43,1
10,9,8,1,0,15,1
2,2,0,2,0,33,1
3,5,0,2,0,42,1
3,7,1,1,0,48,1
1,3,0,0,0,32,1
5,4,0,1,0,32,1
11,5,1,2,0,23,1
0,1,0,0,0,1,1
3,4,0,1,0,43,1
4,2,0,3,0,36,1
2,1,0,1,0,23,1
8,7,1,3,0,60,1
2,2,0,3,0,19,1
2,2,3,1,0,26,1
0,2,2,1,0,21,1
4,1,0,1,0,17,1
3,3,1,2,0,24,1
3,1,0,1,0,23,1
0,1,0,0,0,7,1
10,9,8,1,0,15,1
0,1,0,0,0,2,1
2,3,2,1,0,21,1
4,1,2,1,0,3,1
3,2,0,3,0,28,1
7,6,0,3,0,61,1
4,2,0,2,0,21,1
4,3,0,1,0,17,1
9,4,8,1,0,15,1
4,7,1,2,0,48,1
5,4,1,5,0,47,1
2,1,0,1,0,45,1
4,9,0,1,0,24,1
4,5,0,1,0,24,1
5,3,0,5,0,36,1
10,8,8,1,0,15,1
3,1,0,1,0,23,1
1,2,0,0,0,3,1
3,3,2,2,0,26,1
2,1,0,1,0,39,1
2,2,0,2,0,25,1
5,2,0,2,0,35,1
5,6,1,2,0,46,1
1,2,0,1,0,33,1
1,1,0,2,0,60,1
6,1,0,3,0,39,1
8,5,2,1,0,26,1
1,2,1,0,0,45,1
4,1,1,1,0,6,1
0,1,0,2,0,57,1
5,6,1,2,0,46,1
3,3,0,1,0,25,1
1,1,0,0,0,9,1
4,2,0,3,0,28,1
3,4,1,4,0,29,1
1,1,0,1,0,34,1
4,7,0,1,0,75,1
5,3,0,4,0,73,1
0,1,0,0,0,7,1
3,1,0,1,0,19,1
1,2,0,0,0,3,1
2,1,0,1,0,22,1
3,3,0,3,0,28,1
4,2,0,1,0,27,1
2,3,0,1,0,40,1
2,2,0,3,0,19,1
4,6,0,1,0,73,1
8,5,5,1,0,42,1
2,3,0,1,0,32,1
1,1,0,1,0,13,1
3,1,0,1,0,28,1
0,1,0,0,0,25,1
2,5,0,1,0,32,1
0,1,0,2,0,57,1
5,2,1,3,0,28,1
0,1,0,0,0,3,1
5,6,0,2,0,41,1
0,1,1,0,0,24,1
2,2,3,1,0,26,1
5,3,0,3,0,58,1
2,2,0,1,0,23,1
4,4,0,1,0,24,1
0,2,2,2,0,27,1
2,1,0,1,0,10,1
2,2,0,2,0,33,1
6,1,0,1,0,27,1
4,1,0,2,0,14,1
4,4,0,5,0,74,1
10,8,8,1,0,16,1
4,1,2,1,0,4,1
3,6,2,1,0,59,1
4,1,3,1,0,4,1
4,7,1,2,0,47,1
3,1,2,2,0,26,1
15,6,2,3,0,25,1
3,4,1,4,0,26,1
1,1,0,1,0,34,1
5,1,0,2,0,39,1
5,6,1,2,0,40,1
5,3,0,2,0,35,1
0,1,0,0,0,0,1
0,1,0,2,0,53,1
3,1,0,2,0,29,1
10,2,0,1,0,38,1
5,1,0,2,0,22,1
3,3,1,1,0,21,1
0,1,0,1,0,13,1
5,3,0,5,0,37,1
3,1,0,2,0,39,1
5,2,0,1,0,24,1
3,1,0,1,0,9,1
3,4,0,1,0,24,1
4,3,0,3,0,36,1
2,1,0,2,0,22,1
2,3,2,1,0,24,1
1,3,2,1,0,21,1
0,2,1,1,0,23,1
5,2,0,3,0,36,1
4,1,2,1,0,4,1
5,3,0,3,0,36,1
8,7,0,1,0,31,1
3,2,2,2,0,27,1
0,1,0,0,0,0,1
0,1,0,0,0,0,1
9,4,3,1,0,39,1
10,8,8,1,0,15,1
3,4,1,4,0,26,1
5,1,0,2,0,22,1
0,1,0,0,0,2,1
5,3,0,3,0,36,1
0,3,0,0,0,33,1
1,3,2,2,0,21,1
1,2,0,2,0,27,1
8,3,3,1,0,27,1
2,2,0,2,0,22,1
0,1,0,0,0,7,1
6,1,0,2,0,41,1
0,1,0,0,0,7,1
1,1,0,3,0,56,1
4,1,3,1,0,4,1
4,3,0,2,0,33,1
6,5,2,3,0,56,1
1,1,0,1,0,15,1
4,5,0,2,0,43,1
0,1,0,1,0,26,1
3,1,0,1,0,23,1
3,3,0,1,0,17,1
0,2,2,2,0,27,1
5,2,1,2,0,28,1
2,3,0,1,0,3,1
9,7,8,1,0,15,1
1,3,2,2,0,21,1
3,5,0,4,0,30,1
0,1,0,3,0,55,1
4,1,0,2,0,14,1
3,1,0,2,0,29,1
0,1,0,0,0,1,1
6,3,0,1,0,19,1
2,2,0,1,0,50,1
4,1,0,3,0,40,1
0,2,1,1,0,23,1
0,2,1,1,0,23,1
2,3,0,1,0,3,1
2,1,0,1,0,45,1
3,5,0,1,0,24,1
3,1,0,1,0,9,1
6,1,0,2,0,40,1
37,1,3,1,0,7,1
8,5,5,1,0,42,1
3,2,0,2,0,20,1
2,1,0,3,0,47,1
0,1,0,0,0,8,1
2,1,0,1,0,29,1
5,2,0,3,0,35,1
4,1,2,1,0,4,1
6,8,1,1,0,23,1
5,2,0,1,0,19,1
6,4,0,3,0,71,1
6,1,0,4,0,38,1
4,3,0,3,0,36,1
3,2,0,2,0,18,1
8,3,4,1,0,28,1
4,1,2,1,0,4,1
3,1,0,3,0,46,1
3,3,0,1,0,32,1
5,2,0,3,0,35,1
4,1,0,3,0,40,1
5,2,0,3,0,37,1
1,1,0,1,0,14,1
0,1,0,0,0,0,1
2,1,0,3,0,46,1
3,3,0,1,0,25,1
5,2,0,2,0,24,1
3,4,0,1,0,31,1
3,4,2,2,0,25,1
3,4,1,4,0,28,1
0,2,0,0,0,3,1
0,1,0,0,0,2,1
6,1,0,3,0,39,1
2,3,1,1,0,24,1
2,1,0,2,0,46,1
5,2,0,3,0,36,1
0,1,0,0,0,0,1
0,2,2,1,0,21,1
4,4,0,1,0,24,1
8,2,0,1,0,26,1
4,1,0,3,0,40,1
7,6,0,1,0,26,1
6,4,1,4,0,57,1
0,2,0,0,0,3,1
3,7,1,1,0,48,1
5,4,0,5,0,36,1
3,1,0,1,0,23,1
8,3,3,1,0,27,1
0,1,0,0,0,7,1
2,3,2,1,0,25,1
2,2,0,1,0,18,1
5,2,1,3,0,28,1
5,6,1,2,0,46,1
6,6,1,2,0,40,1
2,1,0,2,0,19,1
6,1,0,5,0,24,1
3,1,0,1,0,20,1
1,2,1,0,0,45,1
3,3,0,1,0,32,1
4,1,2,1,0,4,1
1,1,0,0,0,10,1
1,2,0,0,0,18,1
0,1,0,0,0,7,1
5,2,1,3,0,28,1
2,1,0,2,0,24,1
1,2,0,3,0,55,1
5,3,0,2,0,36,1
3,1,0,2,0,28,1
3,1,0,2,0,29,1
0,2,0,0,0,3,1
4,1,2,1,0,4,1
0,2,0,0,0,44,1
4,1,1,1,0,4,1
9,1,0,2,0,71,1
3,3,0,1,0,32,1
0,1,0,0,0,2,1
7,6,0,3,0,61,1
7,2,0,2,0,43,1
4,1,2,1,0,4,1
8,1,0,2,0,37,1
4,2,0,3,0,59,1
3,3,0,1,0,17,1
1,1,0,2,0,61,1
1,5,0,1,0,32,1
9,2,0,2,0,37,1
6,1,0,1,0,25,1
3,1,0,2,0,39,1
9,2,0,1,0,38,1
9,4,3,1,0,39,1
5,5,0,2,0,42,1
6,3,0,2,0,71,1
2,3,0,2,0,24,1
2,2,0,2,0,22,1
2,4,3,2,0,24,1
3,5,0,2,0,42,1
0,1,0,0,0,2,1
6,1,0,2,0,39,1
3,1,0,1,0,9,1
7,8,2,1,0,21,1
2,1,0,1,0,10,1
4,5,2,1,0,55,1
3,1,0,2,0,21,1
4,1,0,1,0,22,1
9,7,8,1,0,15,1
3,4,0,2,0,32,1
9,8,1,2,0,27,1
9,1,0,2,0,72,1
2,3,2,1,0,21,1
4,5,0,1,0,24,1
2,2,0,1,0,18,1
8,1,0,3,0,38,1
7,4,0,1,0,25,1
6,1,0,2,0,24,1
4,2,0,2,0,33,1
2,2,0,2,0,21,1
5,3,0,3,0,36,1
6,4,1,4,0,57,1
5,3,0,2,0,75,1
2,1,0,2,0,47,1
0,1,0,0,0,25,1
4,1,0,3,0,37,1
2,3,2,1,0,24,1
0,1,0,0,0,7,1
2,2,0,2,0,18,1
2,2,0,1,0,15,1
3,1,0,1,0,28,1
2,1,0,0,0,8,1
2,1,0,1,0,14,1
0,2,1,1,0,20,1
2,2,0,3,0,19,1
7,4,0,5,0,72,1
2,2,0,1,0,22,1
5,3,0,1,0,18,1
5,3,0,5,0,37,1
4,5,0,1,0,24,1
0,1,0,0,0,7,1
11,8,1,2,0,30,1
0,1,0,0,0,0,1
3,4,0,1,0,36,1
3,5,1,1,0,60,1
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,3,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,3,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,1,2
0,0,0,0,0,2,2
0,0,0,0,0,2,2
