densidad_escuelas,densidad_hospitales,densidad_gimnasios,densidad_papelerias,densidad_farmacias,densidad_comercios,target,oportunidad_negocio
7,4,0,2,1,30,0,cafeteria
8,16,0,1,9,67,0,cafeteria
9,4,0,4,1,83,0,cafeteria
8,7,0,13,4,92,0,cafeteria
5,3,0,3,1,26,0,cafeteria
9,3,0,3,5,45,0,cafeteria
1,0,0,1,0,16,0,cafeteria
4,4,0,2,0,140,0,cafeteria
6,7,0,2,2,83,0,cafeteria
1,5,0,4,5,131,0,cafeteria
7,11,0,3,5,62,0,cafeteria
11,34,0,2,5,56,0,cafeteria
2,5,0,2,1,34,0,cafeteria
5,8,0,7,3,73,0,cafeteria
1,2,0,1,1,21,0,cafeteria
1,1,0,1,1,11,0,cafeteria
4,2,0,2,1,41,0,cafeteria
2,3,0,1,1,41,0,cafeteria
5,1,0,2,1,30,0,cafeteria
0,0,0,0,0,19,0,cafeteria
4,0,0,2,0,26,0,cafeteria
6,0,0,7,0,59,0,cafeteria
5,1,0,2,1,31,0,cafeteria
5,2,0,1,1,32,0,cafeteria
11,372,0,1,12,20,0,cafeteria
8,15,0,4,2,59,0,cafeteria
8,5,0,8,4,68,0,cafeteria
3,0,0,1,0,4,0,cafeteria
4,3,0,2,2,52,0,cafeteria
1,0,0,0,0,11,0,cafeteria
7,16,0,5,4,92,0,cafeteria
0,0,0,0,0,11,0,cafeteria
6,1,0,2,0,59,0,cafeteria
4,13,0,2,5,49,0,cafeteria
2,1,0,1,1,16,0,cafeteria
4,3,0,1,2,25,0,cafeteria
0,0,0,0,0,20,0,cafeteria
4,12,0,1,2,60,0,cafeteria
5,6,0,2,1,145,0,cafeteria
6,7,0,7,1,77,0,cafeteria
5,19,0,4,6,59,0,cafeteria
5,2,0,2,1,19,0,cafeteria
1,6,0,0,2,51,0,cafeteria
2,2,0,1,1,31,0,cafeteria
5,0,0,3,0,64,0,cafeteria
5,0,0,5,0,61,0,cafeteria
8,6,0,2,2,83,0,cafeteria
4,13,0,1,4,49,0,cafeteria
0,1,0,1,1,11,0,cafeteria
0,0,0,1,0,17,0,cafeteria
3,0,0,4,0,64,0,cafeteria
0,0,0,0,0,12,0,cafeteria
2,3,0,2,1,65,0,cafeteria
3,5,0,2,1,29,0,cafeteria
5,429,0,1,19,20,0,cafeteria
20,53,0,6,27,781,0,cafeteria
6,5,0,1,2,38,0,cafeteria
7,5,0,6,4,72,0,cafeteria
5,1,0,2,0,64,0,cafeteria
8,10,0,3,7,61,0,cafeteria
2,1,0,1,1,19,0,cafeteria
4,10,0,1,5,44,0,cafeteria
9,6,0,1,2,24,0,cafeteria
5,3,0,3,1,26,0,cafeteria
5,2,0,1,1,43,0,cafeteria
0,2,0,1,2,46,0,cafeteria
6,2,0,2,1,32,0,cafeteria
6,4,0,6,4,72,0,cafeteria
2,3,0,2,2,58,0,cafeteria
7,11,0,3,3,60,0,cafeteria
7,1,0,2,2,36,0,cafeteria
8,5,0,11,4,88,0,cafeteria
5,16,0,4,6,46,0,cafeteria
6,4,0,4,1,73,0,cafeteria
4,1,0,1,0,12,0,cafeteria
5,9,0,2,3,45,0,cafeteria
4,4,0,2,3,49,0,cafeteria
2,0,0,1,0,15,0,cafeteria
2,3,0,3,1,50,0,cafeteria
3,5,0,3,6,138,0,cafeteria
4,3,0,2,1,42,0,cafeteria
0,4,0,0,2,51,0,cafeteria
4,5,0,3,1,48,0,cafeteria
7,10,0,3,7,61,0,cafeteria
2,1,0,1,0,17,0,cafeteria
3,2,0,1,1,23,0,cafeteria
5,2,0,3,1,77,0,cafeteria
8,4,0,1,2,28,0,cafeteria
10,16,0,2,4,26,0,cafeteria
19,53,0,6,28,609,0,cafeteria
8,3,0,2,3,40,0,cafeteria
6,2,0,2,1,61,0,cafeteria
4,0,0,1,0,16,0,cafeteria
8,5,0,4,2,50,0,cafeteria
5,3,0,3,2,70,0,cafeteria
5,2,0,5,2,54,0,cafeteria
5,6,0,2,1,145,0,cafeteria
4,5,0,2,2,141,0,cafeteria
5,5,0,2,2,25,0,cafeteria
2,2,0,3,0,65,0,cafeteria
7,408,0,1,16,22,0,cafeteria
7,2,0,3,3,37,0,cafeteria
5,406,0,1,17,17,0,cafeteria
5,3,0,1,1,26,0,cafeteria
6,5,0,2,2,38,0,cafeteria
3,10,0,2,1,31,0,cafeteria
13,11,0,5,4,81,0,cafeteria
3,2,0,2,1,34,0,cafeteria
4,0,0,2,1,19,0,cafeteria
6,3,0,2,2,38,0,cafeteria
12,370,0,1,12,22,0,cafeteria
3,2,0,4,1,33,0,cafeteria
5,395,0,1,17,14,0,cafeteria
12,35,0,2,4,48,0,cafeteria
5,3,0,2,1,26,0,cafeteria
4,12,0,3,5,62,0,cafeteria
5,0,0,1,0,10,0,cafeteria
6,7,0,2,3,83,0,cafeteria
6,5,0,4,1,74,0,cafeteria
17,59,0,5,26,623,0,cafeteria
2,1,0,3,0,65,0,cafeteria
3,10,0,1,11,162,0,cafeteria
5,4,0,2,4,84,0,cafeteria
6,3,0,2,2,41,0,cafeteria
1,1,0,1,1,31,0,cafeteria
5,1,0,5,1,55,0,cafeteria
21,55,0,5,26,910,0,cafeteria
11,11,0,3,6,75,0,cafeteria
2,2,0,2,0,133,0,cafeteria
8,5,0,4,2,50,0,cafeteria
5,2,0,5,2,55,0,cafeteria
3,3,0,1,1,41,0,cafeteria
4,5,0,3,1,48,0,cafeteria
6,2,0,2,2,36,0,cafeteria
4,12,0,2,4,60,0,cafeteria
2,3,0,1,1,41,0,cafeteria
2,0,0,4,0,48,0,cafeteria
10,8,0,4,3,86,0,cafeteria
3,3,0,1,1,34,0,cafeteria
12,365,0,1,11,20,0,cafeteria
6,1,0,1,1,25,0,cafeteria
4,3,0,1,2,22,0,cafeteria
6,7,0,6,1,83,0,cafeteria
5,6,0,2,1,145,0,cafeteria
9,5,0,3,2,83,0,cafeteria
4,3,0,2,2,52,0,cafeteria
6,7,0,2,2,83,0,cafeteria
8,8,0,2,4,28,0,cafeteria
3,0,0,1,1,16,0,cafeteria
5,7,0,5,3,49,0,cafeteria
2,3,0,1,1,40,0,cafeteria
3,3,0,1,1,22,0,cafeteria
5,3,0,2,1,20,0,cafeteria
6,7,0,2,2,83,0,cafeteria
5,2,0,3,0,26,0,cafeteria
3,4,0,2,1,34,0,cafeteria
5,3,0,4,2,52,0,cafeteria
3,0,0,1,0,24,0,cafeteria
1,2,0,1,1,20,0,cafeteria
17,282,0,1,10,15,0,cafeteria
5,1,0,5,1,55,0,cafeteria
1,2,0,1,1,20,0,cafeteria
0,0,0,0,0,10,0,cafeteria
5,4,0,2,1,29,0,cafeteria
6,5,0,7,4,65,0,cafeteria
4,2,0,2,2,21,0,cafeteria
6,8,0,7,1,75,0,cafeteria
4,2,0,5,2,32,0,cafeteria
5,2,0,1,1,11,0,cafeteria
0,0,0,0,0,18,0,cafeteria
6,7,0,2,2,83,0,cafeteria
3,6,0,6,3,140,0,cafeteria
2,2,0,1,1,18,0,cafeteria
4,15,0,4,6,48,0,cafeteria
4,1,0,1,1,19,0,cafeteria
11,6,0,7,4,74,0,cafeteria
11,213,0,3,6,37,0,cafeteria
7,5,0,2,1,21,0,cafeteria
5,1,0,2,1,30,0,cafeteria
7,5,0,2,1,82,0,cafeteria
9,10,0,3,6,61,0,cafeteria
4,12,0,3,4,63,0,cafeteria
5,7,0,4,2,45,0,cafeteria
6,3,0,3,1,41,0,cafeteria
0,2,0,1,1,46,0,cafeteria
3,0,0,2,1,46,0,cafeteria
14,278,0,1,9,17,0,cafeteria
10,164,0,2,6,38,0,cafeteria
8,8,0,7,1,76,0,cafeteria
3,1,0,4,1,37,0,cafeteria
3,4,0,2,1,34,0,cafeteria
10,212,0,1,5,14,0,cafeteria
3,3,0,2,1,51,0,cafeteria
6,4,0,2,1,64,0,cafeteria
14,358,0,1,12,18,0,cafeteria
6,9,0,2,2,48,0,cafeteria
0,0,0,1,0,14,0,cafeteria
7,10,0,1,3,60,0,cafeteria
4,10,0,1,7,44,0,cafeteria
3,0,0,1,0,11,0,cafeteria
6,3,0,2,2,40,0,cafeteria
6,9,0,2,2,47,0,cafeteria
5,426,0,1,18,20,0,cafeteria
4,2,0,4,2,55,0,cafeteria
7,1,0,2,2,36,0,cafeteria
6,7,0,2,2,83,0,cafeteria
3,2,0,5,1,33,0,cafeteria
3,3,0,1,1,34,0,cafeteria
4,4,0,1,2,34,0,cafeteria
7,7,0,2,2,83,0,cafeteria
8,8,0,7,1,76,0,cafeteria
1,2,0,2,1,51,0,cafeteria
1,0,0,1,0,16,0,cafeteria
6,4,0,6,4,72,0,cafeteria
1,2,0,1,2,46,0,cafeteria
5,8,0,7,3,73,0,cafeteria
8,5,0,3,2,83,0,cafeteria
2,0,0,2,1,25,0,cafeteria
10,8,0,5,4,87,0,cafeteria
4,6,0,6,4,145,0,cafeteria
3,3,0,1,1,42,0,cafeteria
4,0,0,1,0,24,0,cafeteria
6,3,0,2,2,41,0,cafeteria
4,0,0,2,0,25,0,cafeteria
1,0,0,2,0,125,0,cafeteria
0,2,0,1,2,46,0,cafeteria
2,2,0,2,1,65,0,cafeteria
2,0,0,1,1,16,0,cafeteria
8,9,0,2,6,60,0,cafeteria
6,2,0,2,2,35,0,cafeteria
6,0,0,1,0,9,0,cafeteria
18,282,0,1,10,15,0,cafeteria
3,1,0,1,1,16,0,cafeteria
0,0,0,0,0,19,0,cafeteria
10,374,0,1,13,15,0,cafeteria
2,0,0,2,1,25,0,cafeteria
7,7,0,2,2,83,0,cafeteria
1,2,0,1,1,20,0,cafeteria
0,0,0,1,1,19,0,cafeteria
13,11,0,5,4,82,0,cafeteria
6,4,0,2,2,35,0,cafeteria
0,0,0,1,0,20,0,cafeteria
5,4,0,9,2,94,0,cafeteria
7,1,0,2,2,36,0,cafeteria
1,2,0,2,1,25,0,cafeteria
4,10,0,2,4,44,0,cafeteria
2,0,0,1,0,11,0,cafeteria
4,10,0,1,4,44,0,cafeteria
3,7,0,3,1,29,0,cafeteria
5,0,0,1,0,10,0,cafeteria
0,2,0,1,2,46,0,cafeteria
5,6,0,4,4,152,0,cafeteria
0,1,0,0,2,21,0,cafeteria
9,10,0,3,6,61,0,cafeteria
1,0,0,1,0,31,0,cafeteria
7,2,0,3,3,37,0,cafeteria
8,13,0,5,3,92,0,cafeteria
5,1,0,2,1,30,0,cafeteria
0,0,0,1,0,13,0,cafeteria
6,7,0,8,1,83,0,cafeteria
0,0,0,0,2,20,0,cafeteria
8,4,0,4,1,55,0,cafeteria
2,11,0,1,3,52,0,cafeteria
6,3,0,1,2,35,0,cafeteria
6,0,0,4,0,59,0,cafeteria
6,3,0,5,2,52,0,cafeteria
7,5,0,8,2,83,0,cafeteria
7,1,0,2,2,36,0,cafeteria
6,7,0,2,1,83,0,cafeteria
8,35,0,4,7,89,0,cafeteria
8,5,0,11,4,88,0,cafeteria
3,1,0,1,1,10,0,cafeteria
10,9,0,5,4,88,0,cafeteria
5,3,0,3,1,69,0,cafeteria
1,2,0,1,2,46,0,cafeteria
14,355,0,1,12,16,0,cafeteria
3,3,0,1,3,72,0,cafeteria
1,2,0,1,1,21,0,cafeteria
5,410,0,1,17,17,0,cafeteria
2,3,0,1,1,41,0,cafeteria
11,370,0,1,12,16,0,cafeteria
7,21,0,4,6,42,0,cafeteria
11,9,0,4,5,75,0,cafeteria
3,5,0,4,1,37,0,cafeteria
5,2,0,1,1,12,0,cafeteria
3,11,0,1,3,15,0,cafeteria
11,8,0,5,4,86,0,cafeteria
4,6,0,6,4,146,0,cafeteria
5,2,0,3,1,41,0,cafeteria
6,4,0,3,1,48,0,cafeteria
1,1,0,0,1,31,0,cafeteria
2,2,0,1,1,31,0,cafeteria
4,1,0,3,1,39,0,cafeteria
1,0,0,2,0,125,0,cafeteria
7,5,0,8,4,67,0,cafeteria
5,2,0,1,1,42,0,cafeteria
1,1,0,0,0,20,0,cafeteria
2,9,0,1,2,23,0,cafeteria
4,0,0,2,0,26,0,cafeteria
9,267,0,1,7,20,0,cafeteria
5,416,0,1,17,18,0,cafeteria
3,3,0,1,1,42,0,cafeteria
0,2,0,3,1,34,0,cafeteria
2,2,0,1,1,40,0,cafeteria
6,5,0,2,2,38,0,cafeteria
4,5,0,4,2,38,0,cafeteria
8,14,0,6,3,93,0,cafeteria
3,2,0,1,1,16,0,cafeteria
0,0,0,0,0,19,0,cafeteria
7,2,0,3,3,36,0,cafeteria
3,4,0,2,1,34,0,cafeteria
4,9,0,1,2,45,0,cafeteria
1,0,0,1,0,31,0,cafeteria
6,4,0,5,3,73,0,cafeteria
7,5,0,7,4,73,0,cafeteria
14,352,0,1,12,13,0,cafeteria
5,6,0,4,4,151,0,cafeteria
3,6,0,6,3,142,0,cafeteria
3,0,0,1,0,23,0,cafeteria
10,5,0,2,1,37,0,cafeteria
6,3,0,2,3,38,0,cafeteria
4,12,0,2,4,60,0,cafeteria
5,4,0,3,1,56,0,cafeteria
10,299,0,1,9,12,0,cafeteria
3,9,0,1,3,51,0,cafeteria
2,2,0,2,1,34,0,cafeteria
2,3,0,1,1,41,0,cafeteria
6,2,0,3,1,10,0,cafeteria
9,11,0,5,5,60,0,cafeteria
6,1,0,2,0,10,0,cafeteria
3,5,0,2,1,34,0,cafeteria
6,5,0,4,2,52,0,cafeteria
3,4,0,1,1,34,0,cafeteria
3,6,0,1,2,26,0,cafeteria
5,2,0,1,1,13,0,cafeteria
5,11,0,3,4,49,0,cafeteria
4,1,0,1,1,18,0,cafeteria
0,0,0,0,0,19,0,cafeteria
6,2,0,3,1,10,0,cafeteria
0,0,0,0,0,9,0,cafeteria
14,278,0,4,8,46,0,cafeteria
10,234,0,1,8,16,0,cafeteria
4,9,0,1,6,42,0,cafeteria
11,4,0,2,4,41,0,cafeteria
5,5,0,3,2,38,0,cafeteria
1,1,0,0,1,31,0,cafeteria
3,3,0,1,1,34,0,cafeteria
14,170,0,1,10,16,0,cafeteria
5,18,0,4,6,45,0,cafeteria
8,5,0,6,2,50,0,cafeteria
17,278,0,3,9,38,0,cafeteria
12,373,0,1,12,23,0,cafeteria
5,2,0,1,1,42,0,cafeteria
6,7,0,2,3,83,0,cafeteria
5,15,0,4,6,47,0,cafeteria
5,5,0,3,1,48,0,cafeteria
5,4,0,4,1,73,0,cafeteria
5,7,0,7,4,73,0,cafeteria
0,0,0,1,1,20,0,cafeteria
8,6,0,11,3,90,0,cafeteria
10,7,0,13,4,89,0,cafeteria
4,0,0,1,1,45,0,cafeteria
3,0,0,1,1,46,0,cafeteria
2,0,0,2,1,24,0,cafeteria
0,9,0,1,2,21,0,cafeteria
4,4,0,2,2,26,0,cafeteria
10,0,0,1,5,46,0,cafeteria
15,337,0,1,11,13,0,cafeteria
6,3,0,2,2,41,0,cafeteria
5,0,0,1,0,10,0,cafeteria
1,0,0,1,0,31,0,cafeteria
7,5,0,6,4,72,0,cafeteria
12,362,0,1,12,19,0,cafeteria
7,2,0,2,1,31,0,cafeteria
4,13,0,4,6,50,0,cafeteria
12,373,0,1,12,23,0,cafeteria
1,1,0,1,1,31,0,cafeteria
7,4,0,1,1,30,0,cafeteria
6,4,0,4,1,70,0,cafeteria
2,2,0,1,1,17,0,cafeteria
7,0,0,1,0,24,0,cafeteria
12,368,0,1,12,22,0,cafeteria
6,7,0,2,3,27,0,cafeteria
7,11,0,1,2,60,0,cafeteria
4,10,0,3,1,32,0,cafeteria
4,2,0,2,1,15,0,cafeteria
9,250,0,1,5,18,0,cafeteria
12,372,0,1,11,23,0,cafeteria
5,11,0,1,2,49,0,cafeteria
8,6,0,2,2,83,0,cafeteria
18,285,0,1,10,17,0,cafeteria
3,0,0,3,0,64,0,cafeteria
5,430,0,1,19,21,0,cafeteria
7,26,0,2,25,315,0,cafeteria
6,3,0,2,2,42,0,cafeteria
10,5,0,7,4,73,0,cafeteria
6,1,0,2,1,30,0,cafeteria
6,3,0,2,2,35,0,cafeteria
5,1,0,3,0,26,0,cafeteria
2,1,0,4,0,48,0,cafeteria
7,5,0,7,5,70,0,cafeteria
13,36,0,3,6,40,0,cafeteria
12,8,0,6,4,75,0,cafeteria
5,393,0,1,17,14,0,cafeteria
21,53,0,6,27,945,0,cafeteria
6,10,0,1,2,49,0,cafeteria
1,0,0,0,0,11,0,cafeteria
5,0,0,2,0,25,0,cafeteria
8,13,0,5,4,92,0,cafeteria
0,2,0,0,1,21,0,cafeteria
0,0,0,0,0,20,0,cafeteria
5,2,0,1,1,12,0,cafeteria
3,2,0,1,1,32,0,cafeteria
2,1,0,2,2,46,0,cafeteria
14,39,0,1,4,52,0,cafeteria
4,3,0,3,2,56,0,cafeteria
0,0,0,1,1,18,0,cafeteria
0,0,0,0,0,20,0,cafeteria
6,11,0,4,7,60,0,cafeteria
4,0,0,2,0,133,0,cafeteria
5,7,0,3,1,34,0,cafeteria
0,0,0,0,0,18,0,cafeteria
7,7,0,2,2,83,0,cafeteria
6,9,0,1,2,49,0,cafeteria
12,273,0,1,8,18,0,cafeteria
5,11,0,2,2,61,0,cafeteria
6,4,0,4,1,71,0,cafeteria
3,5,0,1,1,14,0,cafeteria
2,13,0,1,20,177,0,cafeteria
6,4,0,5,2,73,0,cafeteria
7,2,0,3,3,36,0,cafeteria
9,282,0,1,8,16,0,cafeteria
6,4,0,3,1,48,0,cafeteria
8,5,0,3,2,83,0,cafeteria
9,10,0,4,6,74,0,cafeteria
0,0,0,0,0,18,0,cafeteria
8,11,0,9,3,92,0,cafeteria
1,0,0,1,0,15,0,cafeteria
2,0,0,1,0,11,0,cafeteria
3,2,0,1,1,31,0,cafeteria
2,3,0,1,1,41,0,cafeteria
5,2,0,2,1,10,0,cafeteria
15,67,0,2,6,69,0,cafeteria
4,0,0,1,0,11,0,cafeteria
0,4,0,1,1,51,0,cafeteria
4,5,0,3,1,48,0,cafeteria
10,135,0,1,5,39,0,cafeteria
1,0,0,0,0,14,0,cafeteria
3,1,0,1,1,17,0,cafeteria
4,2,0,1,1,22,0,cafeteria
2,0,0,1,0,15,0,cafeteria
3,0,0,4,0,64,0,cafeteria
6,18,0,2,8,64,0,cafeteria
8,3,0,3,4,45,0,cafeteria
21,53,0,6,27,944,0,cafeteria
7,3,0,2,3,38,0,cafeteria
2,3,0,1,1,21,0,cafeteria
6,6,0,3,2,38,0,cafeteria
0,1,0,1,1,20,0,cafeteria
8,5,0,4,1,54,0,cafeteria
7,3,0,2,1,30,0,cafeteria
14,41,0,1,4,52,0,cafeteria
5,2,0,2,1,19,0,cafeteria
20,56,0,5,26,891,0,cafeteria
7,10,0,2,2,49,0,cafeteria
3,0,0,1,0,4,0,cafeteria
6,1,0,2,1,31,0,cafeteria
3,3,0,1,1,62,0,cafeteria
0,4,0,1,1,21,0,cafeteria
6,14,0,4,5,54,0,cafeteria
2,0,0,2,0,126,0,cafeteria
3,0,0,1,0,4,0,cafeteria
19,53,0,6,27,634,0,cafeteria
12,11,0,4,5,78,0,cafeteria
5,5,0,3,4,52,0,cafeteria
12,290,0,2,9,29,0,cafeteria
1,11,0,2,3,53,0,cafeteria
3,2,0,3,1,39,0,cafeteria
4,0,0,1,0,12,0,cafeteria
0,9,0,1,2,21,0,cafeteria
6,7,0,2,2,83,0,cafeteria
4,5,0,3,2,48,0,cafeteria
3,2,0,1,1,16,0,cafeteria
5,1,0,2,1,19,0,cafeteria
4,0,0,1,0,11,0,cafeteria
6,5,0,7,4,65,0,cafeteria
6,14,0,1,9,63,0,cafeteria
1,3,0,2,1,25,0,cafeteria
6,0,0,1,0,9,0,cafeteria
16,313,0,1,11,13,0,cafeteria
4,0,0,2,0,25,0,cafeteria
6,10,0,1,2,59,0,cafeteria
8,5,0,3,2,83,0,cafeteria
8,13,0,6,4,92,0,cafeteria
9,12,0,5,4,60,0,cafeteria
10,8,0,3,3,72,0,cafeteria
0,0,0,0,0,17,0,cafeteria
10,8,0,7,2,75,0,cafeteria
0,2,0,1,1,45,0,cafeteria
11,10,0,5,4,75,0,cafeteria
1,0,0,2,0,124,0,cafeteria
6,0,0,1,0,9,0,cafeteria
0,1,0,0,2,20,0,cafeteria
16,76,0,2,5,79,0,cafeteria
5,3,0,3,4,85,0,cafeteria
5,0,0,1,0,10,0,cafeteria
3,8,0,1,2,24,0,cafeteria
6,5,0,2,2,38,0,cafeteria
5,6,0,2,1,145,0,cafeteria
8,16,0,2,1,176,0,cafeteria
5,2,0,2,1,10,0,cafeteria
6,3,0,2,1,30,0,cafeteria
3,21,0,1,24,240,0,cafeteria
5,1,0,1,0,10,0,cafeteria
7,7,0,2,2,83,0,cafeteria
6,8,0,2,4,27,0,cafeteria
5,6,0,2,1,145,0,cafeteria
4,10,0,2,4,44,0,cafeteria
5,3,0,3,1,26,0,cafeteria
8,6,0,5,4,72,0,cafeteria
5,3,0,5,2,52,0,cafeteria
13,356,0,1,12,14,0,cafeteria
12,157,0,1,8,15,0,cafeteria
0,0,0,0,0,20,0,cafeteria
5,13,0,4,5,51,0,cafeteria
6,3,0,2,1,30,0,cafeteria
0,0,0,1,0,11,0,cafeteria
2,3,0,2,1,51,0,cafeteria
0,0,0,1,0,19,0,cafeteria
6,7,0,2,2,83,0,cafeteria
11,372,0,1,12,17,0,cafeteria
3,3,0,1,1,42,0,cafeteria
3,5,0,3,1,140,0,cafeteria
17,85,0,2,6,86,0,cafeteria
6,7,0,6,1,76,0,cafeteria
6,6,0,2,3,27,0,cafeteria
1,1,0,1,0,20,0,cafeteria
8,2,0,5,2,82,0,cafeteria
4,10,0,1,6,44,0,cafeteria
6,2,0,2,2,35,0,cafeteria
8,3,0,3,4,46,0,cafeteria
8,15,0,4,4,56,0,cafeteria
4,0,0,1,0,12,0,cafeteria
5,6,0,2,1,145,0,cafeteria
12,12,0,4,4,79,0,cafeteria
18,289,0,1,11,14,0,cafeteria
8,7,0,14,4,92,0,cafeteria
6,1,0,2,1,31,0,cafeteria
5,6,0,2,1,145,0,cafeteria
4,13,0,3,5,49,0,cafeteria
6,11,0,3,4,85,0,cafeteria
3,12,0,3,5,51,0,cafeteria
12,207,0,1,9,13,0,cafeteria
4,5,0,2,1,20,0,cafeteria
5,5,0,4,2,36,0,cafeteria
16,85,0,1,5,85,0,cafeteria
13,36,0,3,6,40,0,cafeteria
12,367,0,1,12,21,0,cafeteria
4,5,0,5,2,39,0,cafeteria
6,2,0,2,1,32,0,cafeteria
8,5,0,4,1,51,0,cafeteria
5,4,0,2,3,84,0,cafeteria
4,19,0,1,24,280,0,cafeteria
6,4,0,4,1,74,0,cafeteria
2,2,0,1,1,51,0,cafeteria
4,3,0,3,2,52,0,cafeteria
3,3,0,2,1,25,0,cafeteria
9,233,0,1,3,20,0,cafeteria
2,3,0,2,2,26,0,cafeteria
5,406,0,1,17,16,0,cafeteria
19,57,0,5,26,836,0,cafeteria
9,257,0,1,5,19,0,cafeteria
2,5,0,3,7,132,0,cafeteria
6,13,0,4,3,53,0,cafeteria
0,2,0,2,1,34,0,cafeteria
4,9,0,1,2,44,0,cafeteria
4,6,0,2,1,19,0,cafeteria
6,1,0,2,1,30,0,cafeteria
4,0,0,1,0,12,0,cafeteria
4,7,0,1,3,62,0,cafeteria
3,0,0,1,0,34,0,cafeteria
4,5,0,1,2,26,0,cafeteria
6,4,0,2,1,20,0,cafeteria
6,9,0,2,2,47,0,cafeteria
7,7,0,2,2,83,0,cafeteria
7,7,0,2,2,83,0,cafeteria
2,0,0,2,1,25,0,cafeteria
4,0,0,2,0,25,0,cafeteria
3,6,0,1,2,26,0,cafeteria
15,336,0,1,11,13,0,cafeteria
3,4,0,1,1,34,0,cafeteria
5,5,0,3,4,52,0,cafeteria
4,15,0,1,16,181,0,cafeteria
8,13,0,4,3,54,0,cafeteria
1,1,0,1,1,31,0,cafeteria
8,3,0,3,1,47,0,cafeteria
0,0,0,0,1,20,0,cafeteria
5,6,0,4,3,52,0,cafeteria
5,0,0,7,0,60,0,cafeteria
3,2,0,1,1,31,0,cafeteria
5,13,0,4,4,52,0,cafeteria
12,158,0,1,8,15,0,cafeteria
3,0,0,1,0,4,0,cafeteria
1,0,0,1,0,15,0,cafeteria
7,4,0,6,4,65,0,cafeteria
0,0,0,0,0,16,0,cafeteria
3,0,0,1,1,21,0,cafeteria
10,8,0,4,3,72,0,cafeteria
2,8,0,2,2,24,0,cafeteria
5,2,0,5,2,54,0,cafeteria
5,12,0,3,7,58,0,cafeteria
4,3,0,1,2,24,0,cafeteria
1,0,0,0,0,10,0,cafeteria
2,4,0,2,2,26,0,cafeteria
3,3,0,4,1,34,0,cafeteria
5,408,0,1,17,16,0,cafeteria
4,4,0,1,1,63,0,cafeteria
10,8,0,4,3,72,0,cafeteria
9,152,0,1,5,32,0,cafeteria
10,4,0,2,1,36,0,cafeteria
5,8,0,1,4,58,0,cafeteria
8,6,0,7,2,74,0,cafeteria
3,3,0,1,1,43,0,cafeteria
9,267,0,1,7,20,0,cafeteria
2,2,0,2,1,39,0,cafeteria
1,2,0,4,1,34,0,cafeteria
6,1,0,1,2,37,0,cafeteria
2,3,0,2,2,26,0,cafeteria
6,7,0,4,1,83,0,cafeteria
8,7,0,13,4,91,0,cafeteria
5,414,0,1,18,17,0,cafeteria
12,199,0,5,8,55,0,cafeteria
6,4,0,4,1,73,0,cafeteria
2,1,0,1,1,31,0,cafeteria
6,6,0,2,1,82,0,cafeteria
4,10,0,1,5,43,0,cafeteria
0,0,0,0,0,10,0,cafeteria
1,2,0,2,1,25,0,cafeteria
0,0,0,0,0,18,0,cafeteria
4,6,0,3,2,47,0,cafeteria
9,34,0,2,3,43,0,cafeteria
7,4,0,4,1,55,0,cafeteria
6,4,0,4,1,74,0,cafeteria
8,11,0,8,3,93,0,cafeteria
5,410,0,1,18,16,0,cafeteria
3,0,0,2,0,129,0,cafeteria
8,15,0,4,4,57,0,cafeteria
1,5,0,6,3,131,0,cafeteria
8,9,0,2,6,62,0,cafeteria
4,4,0,2,2,26,0,cafeteria
2,10,0,1,3,17,0,cafeteria
4,5,0,5,2,39,0,cafeteria
2,2,0,2,1,39,0,cafeteria
6,6,0,12,3,93,0,cafeteria
0,1,0,0,1,21,0,cafeteria
5,0,0,3,0,26,0,cafeteria
0,0,0,0,0,4,0,cafeteria
6,14,0,4,5,87,0,cafeteria
2,3,0,1,1,15,0,cafeteria
2,4,0,2,2,26,0,cafeteria
4,1,0,2,0,45,0,cafeteria
2,5,0,3,1,28,0,cafeteria
6,1,0,2,1,31,0,cafeteria
6,5,0,7,4,73,0,cafeteria
6,2,0,3,1,10,0,cafeteria
2,2,0,2,1,34,0,cafeteria
6,11,0,4,7,60,0,cafeteria
3,3,0,3,1,34,0,cafeteria
1,2,0,1,2,46,0,cafeteria
6,10,0,1,2,49,0,cafeteria
0,0,0,0,0,13,0,cafeteria
6,10,0,1,2,49,0,cafeteria
7,4,0,2,1,30,0,cafeteria
6,2,0,2,2,35,0,cafeteria
8,4,0,6,2,73,0,cafeteria
4,6,0,2,2,47,0,cafeteria
7,4,0,4,2,52,0,cafeteria
6,3,0,1,1,31,0,cafeteria
6,6,0,12,3,93,0,cafeteria
4,3,0,2,1,42,0,cafeteria
5,18,0,4,6,46,0,cafeteria
3,0,0,1,0,16,0,cafeteria
7,5,0,7,3,74,0,cafeteria
6,387,0,1,16,15,0,cafeteria
4,12,0,1,3,49,0,cafeteria
9,10,0,5,6,60,0,cafeteria
0,0,0,1,0,16,0,cafeteria
4,12,0,3,7,60,0,cafeteria
4,4,0,1,1,63,0,cafeteria
2,0,0,1,0,16,0,cafeteria
7,7,0,2,2,83,0,cafeteria
0,0,0,0,0,18,0,cafeteria
9,8,0,4,3,85,0,cafeteria
8,9,0,10,3,93,0,cafeteria
0,2,0,1,2,46,0,cafeteria
7,385,0,1,15,17,0,cafeteria
